Food_Name,Ingredients,peanut,almond,pistachio,cashew,milk,butter,cheese,paneer,ghee,egg,fish,prawn,moong dal,chana dal,tomato,banana,capsicum,mushroom,bitter gourd,mustard,chocolate,chicken,mutton
moong dal sheera,"moong dal, ghee, sugar, cardamom",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moong dal soup,"moong dal, carrot, cumin, pepper",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moong dal sundal,"moong dal, coconut, curry leaves, mustard seeds",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
moong dal tadka,"moong dal, onion, tomato, cumin",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
moong dal thepla,"moong dal, wheat flour, fenugreek",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moong dal tikki,"moong dal, potato, spices",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moong dal upma,"moong dal, semolina, vegetables",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moong dal usal,"moong dal, onion, coconut, spices",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moong dal vada,"moong dal, onion, green chili, cumin",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
motichoor ladoo,"gram flour, ghee, sugar syrup",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mughlai vegetable curry,"vegetables, almond, yogurt, cream",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murgh badami,"chicken, almond, cream, onion",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
murgh makhani,"chicken, butter, milk, tomato",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
mushroom bhuna,"mushroom, onion, tomato, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
mushroom biryani,"mushroom, rice, spices, onion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom chaat,"mushroom, onion, lemon juice, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom chettinad,"mushroom, coconut, pepper, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom chilli,"mushroom, capsicum, onion, sauces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
mushroom coconut curry,"mushroom, coconut milk, spices",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom cutlet,"mushroom, potato, breadcrumbs, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom dhokla,"mushroom, gram flour, yogurt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom do pyaza,"mushroom, onion, butter, spices",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom do pyaza,"mushroom, onion, tomato, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
mushroom dosa,"mushroom, rice batter, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom erissery,"mushroom, coconut, cumin, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom frankie,"mushroom, roti, onion, sauce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom fried rice,"capsicum, mushroom, rice, soy sauce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
mushroom ghee roast,"mushroom, ghee, red chili, spices",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom ghugni,"mushroom, yellow peas, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom gojju,"mushroom, tamarind, jaggery, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom handvo,"mushroom, rice, lentils, yogurt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom jalfrezi,"capsicum, mushroom, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
mushroom jhal,"mushroom, mustard paste, green chili",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
mushroom kebab,"mushroom, spices, herbs, onion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom kofta,"mushroom, gram flour, spices, gravy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom korma,"mushroom, cream, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom kurma,"mushroom, coconut, spices, onion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom malai curry,"mushroom, cream, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom matar,"mushroom, peas, onion, tomato",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
mushroom momos,"mushroom, flour, vegetables",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom muthia,"mushroom, wheat flour, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom nilgiri curry,"mushroom, mint, coriander, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom olan,"mushroom, coconut milk, curry leaves",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom pachadi,"mushroom, yogurt, coconut, mustard seeds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
mushroom pakora,"mushroom, gram flour, spices, oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom palya,"mushroom, curry leaves, mustard seeds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
mushroom paturi,"mushroom, mustard paste, banana leaf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
mushroom pepper fry,"mushroom, black pepper, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom pepper masala,"mushroom, black pepper, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom poha,"mushroom, flattened rice, onion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom pulao,"mushroom, rice, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom pulissery,"mushroom, yogurt, coconut, cumin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom rasam,"mushroom, tamarind, tomato, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
mushroom roast,"mushroom, curry leaves, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom sambar,"mushroom, lentils, tamarind, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom shorba,"mushroom, garlic, coriander, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom soup,"mushroom, pepper, butter, herbs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom spring roll,"mushroom, wrapper, vegetables",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom stew,"mushroom, coconut milk, potato, spices",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom stuffed paratha,"mushroom, wheat flour, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom sukka,"mushroom, coconut, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom thepla,"mushroom, wheat flour, fenugreek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom thoran,"mushroom, coconut, curry leaves",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom tikka,"mushroom, yogurt, spices, onion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom upma,"mushroom, semolina, curry leaves",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom uttapam,"mushroom, rice batter, onion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mushroom wrap,"mushroom, tortilla, vegetables, sauce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mustard egg curry,"egg, mustard, onion, spices",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
mustard fish curry,"fish, mustard, tomato, spices",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
mustard prawn curry,"prawn, mustard, coconut, spices",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
mutta curry,"egg, coconut milk, onion, spices",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mutta roast,"egg, onion, tomato, spices",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
mutton bhuna,"mutton, onion, tomato, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
mutton biryani,"mutton, rice, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton cafreal,"mutton, coriander, green chili, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton chaap,"mutton, yogurt, spices, ghee",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton changezi,"mutton, tomato, cream, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
mutton chettinad,"mutton, coconut, pepper, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton chop,"mutton, potato, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton curry,"mutton, onion, tomato, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
mutton cutlet,"mutton, potato, breadcrumbs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton dak bungalow,"mutton, potato, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton do pyaza,"mutton, onion, tomato, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
mutton frankie,"mutton, roti, onion, sauce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton ghee roast,"mutton, ghee, chili, spices",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton gushtaba,"mutton, yogurt, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton harissa,"mutton, wheat, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton ishtu,"mutton, coconut milk, potato",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton jalfrezi,"mutton, capsicum, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
mutton kadai,"mutton, capsicum, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
mutton kathi roll,"mutton, paratha, onion, sauce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton keema,"mutton, onion, tomato, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
mutton kheema pav,"mutton, onion, spices, pav",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton korma,"mutton, almond, yogurt, onion",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton korma,"mutton, yogurt, milk, onion",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton korma,"mutton, yogurt, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton kosha,"mutton, onion, tomato, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
mutton momos,"mutton, flour, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton nihari,"mutton, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton pakora,"mutton, gram flour, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton pepper fry,"mutton, black pepper, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton pulao,"mutton, rice, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton qorma,"mutton, yogurt, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton rezala,"mutton, yogurt, cashew, spices",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton rista,"mutton, spices, yogurt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton roast,"mutton, onion, tomato, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
mutton rogan josh,"mutton, yogurt, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton seekh roll,"mutton, paratha, onion, sauce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton sheekh kebab,"mutton, spices, herbs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton shorba,"mutton, coriander, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton soup,"mutton, pepper, herbs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton stew,"mutton, coconut milk, potato, spices",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton sukka,"mutton, coconut, onion, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton varuval,"mutton, curry leaves, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton vindaloo,"mutton, vinegar, chili, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton xacuti,"mutton, coconut, chili, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mutton yakhni,"mutton, yogurt, fennel, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mysore pak,"gram flour, ghee, sugar",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
namak para,"flour, ghee, salt",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nargisi kofta,"egg, minced meat, onion, spices",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
navratan korma,"vegetables, paneer, almond, cashew",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
navratan korma,"vegetables, paneer, milk, cashew",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
navratan korma,"capsicum, vegetables, cream, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
neyyappam,"rice flour, ghee, jaggery, banana",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neyyappam,"banana, rice flour, jaggery, ghee",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nolen gurer payesh,"rice, milk, ghee, date palm jaggery",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obbattu,"chana dal, ghee, jaggery, flour",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
obbattu,"chana dal, jaggery, flour, ghee",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
palak paneer,"paneer, spinach, milk, spices",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palak paneer,"paneer, spinach, cream, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panchmel dal,"chana dal, moong dal, urad dal, spices",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
paneer 65,"paneer, yogurt, curry leaves, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer angara,"paneer, tomato, cream, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer bharta,"paneer, tomato, onion, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer bhurji,"paneer, onion, tomato, milk",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer bhurji,"paneer, onion, tomato, green chili",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer biryani,"paneer, rice, spices, vegetables",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer bread roll,"paneer, bread, potato, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer butter masala,"paneer, butter, cream, milk",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer butter masala,"paneer, butter, cream, tomato",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer chaat,"paneer, onion, tomato, lemon",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer chilli,"paneer, capsicum, onion, sauces",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
paneer chilli dry,"paneer, capsicum, onion, sauces",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
paneer corn curry,"paneer, corn, cream, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer corn roll,"capsicum, paneer, corn, wrap",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
paneer croquette,"paneer, potato, breadcrumbs",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer cutlet,"paneer, potato, breadcrumbs, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer dhokla,"paneer, gram flour, yogurt",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer do pyaza,"paneer, onion, tomato, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer dosa,"paneer, rice batter, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer frankie,"paneer, roti, vegetables, sauce",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer fried rice,"paneer, rice, vegetables, sauces",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer handvo,"paneer, rice, lentils, yogurt",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer jalfrezi,"paneer, capsicum, onion, tomato",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
paneer kathi roll,"paneer, paratha, vegetables, sauce",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer kolhapuri,"paneer, coconut, tomato, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer korma,"paneer, almond, cashew, yogurt",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer korma,"paneer, yogurt, milk, spices",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer korma,"paneer, yogurt, cream, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer kulcha,"paneer, flour, butter, spices",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer lababdar,"paneer, milk, tomato, onion",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer lababdar,"paneer, cream, tomato, onion",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer makhani,"paneer, butter, tomato, cream",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer makhani,"paneer, butter, tomato, cream",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer malai tikka,"paneer, cream, yogurt, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer manchurian,"paneer, corn flour, sauces",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer momos,"paneer, flour, vegetables",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer mushroom masala,"paneer, mushroom, tomato, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
paneer naan,"paneer, flour, yogurt, butter",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer pakora,"paneer, gram flour, milk, oil",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer pakora,"paneer, gram flour, spices, oil",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer paratha,"paneer, whole wheat flour, butter, spices",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer paratha,"paneer, whole wheat flour, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer pasanda,"paneer, cream, cashew, spices",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer pulao,"paneer, rice, vegetables, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer roll,"paneer, roti, vegetables, sauce",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer sandwich,"paneer, bread, butter, vegetables",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer sev puri,"paneer, puri, chutney, sev",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer shashlik,"paneer, capsicum, onion, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
paneer stuffed capsicum,"paneer, capsicum, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
paneer stuffed capsicum,"capsicum, paneer, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
paneer stuffed tomato,"paneer, tomato, herbs",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer tawa masala,"paneer, tomato, onion, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paneer tikka,"paneer, milk, capsicum, onion",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
paneer tikka,"paneer, yogurt, capsicum, onion",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
paneer tikki,"paneer, potato, spices",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer toast,"paneer, bread, butter",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer upma,"paneer, semolina, vegetables",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paneer uttapam,"paneer, rice batter, onion, tomato",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
parippu pradhaman,"moong dal, jaggery, coconut milk, ghee",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
paruppu payasam,"lentils, ghee, jaggery, coconut milk",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paruppu vadai,"chana dal, onion, chili, curry leaves",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
patishapta,"rice flour, ghee, coconut, jaggery",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pav bhaji,"mixed vegetables, butter, pav bread, spices",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pavakka mezhukkupuratti,"bitter gourd, coconut oil, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pavakka theeyal,"bitter gourd, roasted coconut, tamarind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pavakkai fry,"bitter gourd, chili powder, spices",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pavakkai pachadi,"bitter gourd, yogurt, coconut",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
